info	time	type	plate	ABL1	ADAM9	ALCAM	APP	AURKA	AURKB	AXIN1	AXL	BLMH	CASP3	CAV1	CCNA2	CCNE1	CDH1	CSTB	CTSD	EDIL3	EIF4B	EPCAM	EPHA2	ERBB2	EZR	FABP5	FAS	FGF19	FGF2	GLI3	GLO1	GRN	HMOX1	HSPB1	IGFBP2	IKBKG	ITGB5	LGALS3	LIN28A	LRPAP1	LRRC16A	MESDC2	MET	METAP1D	MIF	MKI67	NOTCH1	NPM1	NQO1	NTHL1	PARK7	PARP1	PLAU	PLAUR	POU5F1	SCAMP3	SMAD4	SOD1	SOD2	SOX2	THY1	TNC	TNFRSF10B	TP53	ZNF24
Comb_24h_sc_F5	Comb	24h	sc	F5	0.520776435	0	0	0.567002407	1.140262303	0.365849015	0.466371723	1.003618501	0.338330799	8.470190258	0	0.116008724	0	1.913807569	0.62659352	0	0	0	6.599500346	0	1.797061075	0.624941653	0	2.097299838	0.423664993	0	0	3.750004781	0.044575913	0.954973679	0	1.471686896	0.659140277	2.215112772	0	1.779966704	0.696316399	0.665280024	0.338363396	0.039379617	0.642374275	5.020940046	0.50209043	2.614356177	0	0.211384646	0.674743658	2.087894314	0	3.770956903	0.32086255	0.818475646	0.705668383	0.000382224	2.453184434	0.384385494	0.922206546	2.524506524	0	3.443886222	0	3.285536868
Comb_24h_sc_F6	Comb	24h	sc	F6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176508007	0	0	0	0	0	0	0	0.26739318	0
Comb_24h_sc_F7	Comb	24h	sc	F7	0.116426203	0	0	0.230107928	0	0	0.156574977	0.725656632	0	7.397856799	0.160005266	0.025063247	0.194755855	1.230847041	0.161020093	0	0	0	5.792307113	0	1.259469792	0.321339264	0	1.559002445	0	0	0.299451796	2.770655186	0	1.667478413	0	0.808296839	1.123255172	2.123037494	0	1.2199899	0.348524748	0.502807824	0.193935423	0.129607707	1.118479109	4.477345211	0	1.526152774	0	0	0.264212006	1.506389313	0	1.901123573	0.777897088	2.116975074	0.380868032	0	1.716831104	0	0.254962764	1.630430942	0	3.196202055	3.277003876	2.777170821
Comb_24h_sc_F8	Comb	24h	sc	F8	0	0	0	0.294597622	0	0	0	0.464539014	0	7.759728305	0.169259984	0	0.234301871	1.343703089	0.081111983	0	0	0	6.275353588	0	1.059136226	0	0	2.231725845	0	0	0.182631358	2.662380294	0	0.8483261	0	0.553781179	0.847418965	1.290783796	0	0.864250378	0.30798118	0	0.038634051	0	0.960580009	3.903630384	0.176360214	0.8494831	0	0	0.103647784	1.429207162	0	4.133789922	0.846287475	1.755273792	0	0	1.606487433	0	0.422621955	2.674574811	0	2.052853457	0.568406562	2.933518166
Comb_24h_sc_F9	Comb	24h	sc	F9	0.032050774	0	0	0	0	0	0	0.300698061	0	7.457792023	0	0	0.943477285	0.606959612	0	0	0	0	6.047584998	0	1.086333743	0.39807907	0	0.442728332	0	0	0	1.968784885	0	0.048932614	0	0.376440666	0.876612713	1.570747105	0	1.016764545	0.154460002	0.030076132	0	0	0.849598866	3.743756093	0	0.760436942	0	0	0.500526843	1.38437434	0	1.650793543	0.558161823	1.549787334	0.07950178	0	1.507927223	0	0.400164947	2.150488663	0	2.356375816	2.328499116	2.684404664
Comb_24h_sc_F10	Comb	24h	sc	F10	0.046417555	0	0	0	0	0	0	0.438194254	0	6.357084369	0	0	0.304207878	0.744997846	0	0	0	0	4.875987108	0	0.816325889	0	0	0.82545616	0	0	0.129629753	1.72520702	0	0.129968232	0	0.167156711	0.445913702	0.935096106	0	0.369896501	0.082863031	0.235289064	0	0	0.434505526	3.353945941	0.122392274	0.556883314	0	0	0.493130987	0.906940858	0	0.163656501	0	1.334577771	0.086290943	0	1.166741755	0	0.699303183	1.338506815	0	1.237397687	0.150905999	2.487399504
Comb_24h_sc_F11	Comb	24h	sc	F11	0	0	0	0.220360513	0	0	0	1.001847602	0	7.337878786	0	0.00901947	0	1.481787855	0	0	0	0	6.551645212	0	1.075535498	0	0	1.482860847	0	0	0	2.482556392	0	1.447051177	0	0.874034865	0.725028303	1.763055082	0	0.657949275	0.21669245	0	0.063258884	0	1.052378354	4.032550822	0	1.455260415	0	0	0.484443832	1.303877244	0	2.726009107	1.578220838	2.212147174	0	0	1.473305218	0	0.091214026	1.319653041	0	2.951668946	3.560895964	3.063347427
Comb_24h_sc_F12	Comb	24h	sc	F12	0.355932354	0	0	0.058681981	0	0	0	0.447309894	0	7.764498872	0	0	0.497245289	1.109252031	0.086237723	0	0	0	5.667565486	0	1.130790346	0	0	1.62757634	0	0	0	3.149369375	0	0.552908557	0	0.993498273	1.02534588	1.752146209	0	0.778403721	0.254104162	0.571308563	0.167287373	0.512643217	1.03999743	3.97340839	0.152795142	0.572497429	0	0	0.937110233	1.519284243	0	2.537921266	0.607821582	1.908758721	0.055845208	0	1.681161107	0.125490598	0.20981918	1.368054682	0	2.929722502	0.567202805	2.811444138
Comb_24h_sc_G2	Comb	24h	sc	G2	0.279885421	0	0	0.066557632	0	0	0.153518744	0.753627464	0	6.976377919	0	0	0	1.04997083	0.146877617	0	0	0	6.191551589	0	0.878640222	0.137689335	0	1.110402669	0	0	0	2.521741217	0	1.151316139	0	0.108547787	0.745817673	1.539784268	0	0.932791031	0.175738302	0	0.03024617	0	1.015958152	4.136965155	0	1.733468496	0	0	0.461896274	1.608733136	0	0.958796882	0	2.014803823	0.152475321	0	1.718431131	0	0.671519419	1.535219185	0	3.294125608	2.986105947	2.917025195
Comb_24h_sc_G3	Comb	24h	sc	G3	0	0	0	0.396816159	0.491417962	0	0.158756003	1.549419733	0	8.318672548	0.299821103	0.765647955	0	1.446292521	0.16129075	0	0	0	6.047785348	0	1.091132943	0.345569109	0	2.434884551	0	0	0.276883189	2.881730966	0	1.26222313	0	1.105351864	1.095967365	1.72098219	0	1.351351624	0.514603448	0.255156047	0.357132665	0.008701227	1.606470443	4.461758645	0	1.510383239	0	0	0.416823799	1.672943538	0	4.074801708	1.936097214	2.559743985	0.180960515	0	2.07543985	0	0.569346862	2.139834708	0.320101561	3.37464151	1.387562556	3.158133476
Comb_24h_sc_G4	Comb	24h	sc	G4	0.168652005	0	0	0.536357203	0.073835972	0	0.107215374	1.420546632	0.046160101	7.393329985	0.416331622	0	0.060023962	1.541357838	0.409605978	0	0	0	6.081586038	0	1.554266967	0.584043436	0	1.820088953	0	0	0.027775148	2.88724763	0.181692619	1.566318828	0	1.249152166	1.16432667	1.570017604	0	1.033786871	0.405302771	0.509085136	0.300790432	0	0.940477336	4.469800595	0	1.534789487	0	0	0.443236953	1.540503287	0	2.060767483	0.992664925	1.841666347	0.087151336	0	1.981612326	0	0.309987288	1.666831298	0	3.534732919	2.064396091	2.959278806
Comb_24h_sc_G5	Comb	24h	sc	G5	0.172698105	0	0	0	0	0	0	0.877866786	0	7.538754111	0.56150928	0	0.389706267	1.066902427	0.383962145	0	0	0	5.659436099	0	1.399401799	0.771323146	0	1.885765375	0.165553974	0	0.167458158	2.808260796	0	1.468790135	0	0.593201807	1.034325748	1.405651056	0	1.164052489	0.311570791	0.324175755	0.186005889	0.472538198	1.029233675	3.594609683	0	1.470323018	0	0	0.490643435	1.363724079	0.055055622	2.544310134	0.373505279	2.032860079	0.391885949	0	1.732051821	0	0.273299258	1.90370962	0	3.633122985	3.293064229	2.478838433
Comb_24h_sc_G6	Comb	24h	sc	G6	0.141711913	0	0	0.622227644	0.009172399	0	0.258410998	0.623082237	0.154090747	7.236088082	0	0	0.450254858	1.486346616	0.384943381	0	0	0	6.391517585	0	1.237813184	0.105157115	0	1.199683527	0.03617816	0	0.195092723	2.626798923	0	0.982427652	0	0.964554738	0.994561531	1.472450277	0	1.057915918	0.524451351	0.521043618	0.14232421	0.150946214	0.972343365	4.231073068	0	2.113034847	0	0	0.990663437	1.489774449	0	0.934751122	0.208137687	1.939281877	0.425287438	0	1.78075859	0.177325851	0.413762546	1.527048965	0	2.592078303	1.890027547	2.867478574
Comb_24h_sc_G7	Comb	24h	sc	G7	0.276925729	0	0	0.377782777	0.354438035	0	0	0.775525841	0	7.094213192	0	0.087033514	0	1.493596391	0.456720263	0	0	0	6.066371291	0	1.098446291	0.114887719	0	1.438987694	0	0	0.110385354	2.830873204	0	1.361725943	0.068466295	1.230558302	0.877013005	1.593007345	0	0.905823511	0.244167528	0.579593131	0.105903937	0	0.745817724	4.192093797	0.019139935	1.40336778	0	0	0.614799476	1.401990263	0	1.696100155	0.883880094	1.91523489	0.108742832	0	1.866939107	0	0.730865816	1.794413551	0	3.292549021	0.328655902	3.388910043
Comb_24h_sc_G8	Comb	24h	sc	G8	0.034587782	0	0	0.482622136	0	0	0	1.050976502	0	7.19765328	0	0	0.360470657	1.507555397	0.614758765	0	0	0	5.96327262	0	0.747820331	0.178467351	0	2.027415651	0	0	0	2.48609801	0	0.965082577	0.422841612	1.125646354	0.821096917	0.72687582	0.254586436	0.900010182	0.178497223	0.411636595	0.013294725	0	0.53983783	3.793068268	0.058535615	1.166264167	0	0	0.420176508	1.277391693	0.076735473	1.666321812	0	1.756670807	0.030813929	0	1.466636651	0	0.383561869	1.224914612	0	2.706107972	0.463649372	2.94584093
Comb_24h_sc_G9	Comb	24h	sc	G9	0	0	0	0	0	0	0.06558943	1.089907764	0.250885334	6.884075904	0	0	1.108274556	1.736424476	3.953034021	0	0	0	5.361347776	0	1.386419112	0.30640713	0	2.041907889	0	0	0	2.452864545	0.088379756	3.935455721	5.067322161	0.99256554	1.358734319	1.176905562	2.50803608	0.937839099	0.528842025	0.568950251	0.178955219	0	0.871961383	4.502247587	0.074855571	0.872040391	0	0	0.553918739	2.335601825	0	0.862442312	0.322871665	2.094207889	0.674264124	0	1.814951695	0.249796094	0.564414066	1.611083556	0	2.619327367	0	3.002230453
Comb_24h_sc_G10	Comb	24h	sc	G10	0.34881252	0	0	0.384213061	0.578221793	0	0	0.817208777	3.864557121	7.933157008	0.030150657	0.197742232	0	2.040243877	0.927759042	0.253738192	0	0	6.413712919	0	1.46555252	0.434583344	0	2.94650383	0	0	0.133304371	2.898929611	0	1.483716332	0.64102823	0.590146811	1.372445758	1.318521169	0.781019814	1.012514874	0.568325123	0.260491742	0.285538489	0.091317609	0.887777676	4.640965568	0.29290347	1.297761095	0	0.174171541	0.34393038	1.812537224	0.350019022	1.872485302	0.537278872	2.648210166	0.010268511	0	2.843751366	0.037806896	1.229415368	2.186576141	0	3.119670003	0.417034699	3.395198572
Comb_24h_sc_G11	Comb	24h	sc	G11	0.080206904	0	0	0	0	0	0	1.077034303	0	7.371410585	0	0	0	1.381915549	1.152348191	0	0	0	5.317536584	0	1.251441482	0.10928765	0	1.449378361	0	0	0	3.060010058	0	1.565183933	1.671391895	0.558061378	1.313579128	0.860968723	0.60976497	1.331062997	0.197330483	0.620594578	0.133694927	0	1.351296808	3.987067195	0.052487971	1.221603129	0	0.041959044	0.72420374	1.228223013	0	0.542237315	0	1.946203508	0	0	1.580022245	0.327580571	0.619667153	0.881961491	0	3.075289739	0	2.612479744
Comb_24h_FACS_G12	Comb	24h	FACS	G12	5.237727026	3.917492326	2.452328981	5.209300714	2.30205098	2.23046242	4.745045935	5.856722761	5.080724821	13.92010447	4.106255551	3.225794914	5.137589833	6.950542721	6.382887479	3.640605467	3.121339775	2.048283573	12.37099333	2.395999847	6.85753958	6.279926705	4.845565691	7.476519159	2.202429189	3.366999699	4.91446268	9.226379169	3.524783275	6.919493785	4.230117388	6.204393395	6.603345934	7.060435242	3.232899462	8.275959568	6.541878264	5.547709894	6.407012746	3.948450386	6.612197068	9.88227419	3.370971051	6.755904903	2.640594739	4.211348799	5.090634162	7.198543136	2.990472879	8.309697933	5.784549736	7.828842692	4.920922216	4.483359918	7.046018226	4.77640361	6.410222536	7.902324545	1.94927131	8.864801663	6.987356643	8.811783194
Comb_24h_sc_H2	Comb	24h	sc	H2	0.033961414	0	0	0.014896887	0.119899861	0	0.205552489	0.935468195	0	7.080310744	0	0	0.0036521	0.712331251	0	0	0	0	5.657060674	0	1.138193144	0.311745001	0	0.360285346	0.158799591	0	0.569058756	2.457376169	0	0.547995829	0	0.552805102	0.88096755	2.397141675	0	0.990502156	0.244015872	0.090238374	0	0	0.434768229	3.637501	0.374549395	1.554055488	0	0	0.4672364	1.124388193	0.438812883	2.273903658	0.420468604	1.798097187	0.36573986	0	1.318461287	0	1.12716576	1.387069228	0	2.772616366	0.23046548	2.791319593
Comb_24h_sc_H3	Comb	24h	sc	H3	0.168240706	0	0	0.376202792	0.170373499	0	0	0.705511149	0	6.717129941	0	0.360230128	0	1.885033261	0.091551686	0	0	0	6.44141589	0	1.019088042	0.009118807	0	1.485810717	0	0	0.008899437	2.405507325	0	0.305568105	0	0.588018909	0.774547446	0.859336773	0	0.618971779	0.299118223	0.061685345	0	0.052549891	1.370232422	3.998748899	0.10715708	0.861156961	0	0	0.677609898	1.228263669	0	0.62783282	0.137408135	2.007581198	0.099327437	0	1.779080278	0	0.427285182	1.676037033	0	2.809069177	0	3.038009688
Comb_24h_sc_H4	Comb	24h	sc	H4	0	0	0	0	0	0	0	0.630453473	0	6.639409028	0	0	0	0.890628081	0	0	0	0	5.714152743	0	0.988992908	0	0	0.838943581	0	0	0	2.021288906	0	0.325724173	0	0.096063009	0.809634902	1.290155077	0	0.496507809	0	0.140461919	0	0	0.589995474	3.470295318	0	0.274648413	0	0	0.27179815	0.854904565	0	0.895233693	0	1.366139648	0.199109321	0	1.205341191	0	0.476617432	1.730411249	0	1.943236841	0	2.413633824
Comb_24h_sc_H5	Comb	24h	sc	H5	0.352800181	0	0	0.591364421	0.037661037	0	0.215141378	1.224173933	0.043181349	8.367787917	1.21005028	0	0.751203233	1.748844668	0.321077126	0	0	0	6.272761359	0	1.101263242	0.749395844	0	1.614262675	0	0	0.103206949	2.983008128	0	0.899674143	0	0.920654266	1.203913515	1.767068907	0	1.241329814	0.250843362	0.776942897	0.13948031	0.695620747	0.801593002	4.110634249	0	1.971409523	0	0	0.838125039	1.630161975	0	3.445447389	1.796404745	2.070574956	0.470769515	0	2.203955635	0	0.486331695	2.303016999	0	3.12366737	3.173400211	2.922959099
Comb_24h_sc_H6	Comb	24h	sc	H6	0.053120182	0	0	0	0	0	0	0.094120806	0	7.552222214	0	0.083758256	0	0.639239856	0.091831688	0	0	0	4.267550212	0	0.692593855	0	0	1.492948942	0.074056851	0	0	2.768834774	0	1.281630643	0	0.144464692	0.901357966	1.323685585	0	0.466026044	0.175166597	0.350027964	0	0	1.043484281	3.812908877	0.047745512	1.078676218	0	0.059179499	0.366078419	1.260891906	0	1.217356231	0.134802703	1.559318	0	0	1.306783176	0	0.385155096	2.100207047	0	2.393410671	1.863713366	2.620384461
Comb_24h_sc_H7	Comb	24h	sc	H7	0.041254556	0	0	0.09393231	0	0	0.195805679	1.393658559	0	8.235208934	0	0.103514922	0	1.867799599	0.242008902	0	0	0	6.78826963	0	1.257157295	0.667251524	0	2.213287294	0.029642425	0	0.633362281	3.078197887	0	1.071279583	0	1.006137282	1.009214369	1.647794773	0	1.247142782	0.513669425	0.443174577	0.270211656	0.455061183	1.027325425	4.292186592	0	1.141818355	0	0	0.402599748	1.478844969	0.083152924	2.685557084	1.296339009	2.313533369	0.300226785	0	2.182846122	0	0.381679937	2.153717525	0	3.47866648	1.512676039	3.167576263
Comb_24h_sc_H8	Comb	24h	sc	H8	0.199485421	0	0	0.716489205	0	0	0	0.663564168	0	6.092028633	0	0	0	0.899056919	0	0	0	0	5.625172579	0.67852443	0.600154877	0.079944501	0	0	0	0	0	1.97767957	0	0.403761787	0	0.523508381	0.653639275	2.058307694	0	0.503997008	0.037093634	0.217720954	0	0	0.458577106	3.449132886	0	0.47667323	0	0	0.31171371	0.905453313	0.061027113	1.422625994	0.54641312	1.737228422	0.160342552	0	1.115521274	0	0	0.968231876	0	2.191032193	1.965790208	2.505211838
Comb_24h_sc_H9	Comb	24h	sc	H9	0	0	0	0.028210537	0	0	0.06969804	0.516770994	0	6.999266513	0	0	0	0.958742318	0.115040005	0	0	0	5.874641656	0	1.237017163	0.119774889	0	1.270929236	0	0	0.190855565	2.228773029	0	0.951864821	0	0.692746879	0.747735775	2.084859638	0	0.443157281	0.352730796	0.586797018	0.135341232	0	0.81031476	4.05571944	0.038949635	0.980639146	0	0	0.666752385	1.341976134	0.440526854	1.65902447	0.527369774	1.670441024	0.095178627	0.092667422	1.611829158	0	0.699373331	1.367080546	0	2.81701808	1.118858819	2.580073495
Comb_24h_sc_H10	Comb	24h	sc	H10	0.222676034	0	0	0.086267535	0	0.043546191	0.492248845	0.691818043	0.077474005	7.8800484	0	0	0.289999063	1.095871977	0.292032997	0	0	0	6.727735772	0	1.178757863	0.215693077	0	1.894264867	0.241749717	0	0.078380161	3.197226458	0	1.3787356	0	0.638298124	1.260635459	2.109038696	0	1.034896286	0.451935392	0.537833612	0.141255376	0	0.796667147	4.303256054	0	1.56188405	0	0	0.746378858	1.487668365	0.500153915	2.608139928	0	1.852150514	0.357323028	0	1.855636677	0.379045867	0.513225351	2.633975268	0	2.910129752	2.616154546	3.085786754
Comb_24h_sc_H11	Comb	24h	sc	H11	0.058013853	0	0	0	0	0.040694486	0.049069441	0.787645755	0	8.186121156	0	0	0.394008903	0.810284668	0.346598331	0	0	0	5.921630168	0	0.987879443	0.450701886	0	1.943244422	0	0	0	2.987912654	0	0.521300215	0	0.632558604	0.920499313	0.690239463	0	0.778457728	0.331521482	0.239199791	0.04325626	0	0.924007738	3.975435926	0.404019775	0.979888344	0	0	0.5135814	1.168474328	0	1.38797847	0	1.63570185	0.0704124	0	1.441161359	0	0.749476291	1.325651723	0	2.118716692	0	2.821558986
Comb_24h_FACS_H12	Comb	24h	FACS	H12	5.366291574	3.809065156	2.467447383	5.188896511	3.483808228	2.848045625	4.801364602	5.897541759	5.025137767	13.72894665	4.17899248	4.052954686	5.341765571	6.994015793	6.409504758	3.483721614	3.144215149	2.644756267	12.57693239	2.513107735	6.99618042	6.39853542	5.046455237	7.518028492	2.14557179	3.500218184	5.071752294	9.250665421	3.3328064	7.01766835	4.128881357	6.335470602	6.624664385	7.287793174	3.015707828	7.96785939	6.632361149	5.807754663	6.471503973	4.150357826	6.495032546	10.06433215	3.480103823	6.706860984	3.138499345	4.425001735	5.294859363	7.200553816	3.259776771	8.056762829	5.766416138	7.928828143	5.206982713	4.573590575	7.094989624	4.944719549	6.525340619	8.225368884	2.304166324	8.851326759	7.236262245	9.107587469
Comb_48h_sc_A2	Comb	48h	sc	A2	0.380206635	0	0	0.435949063	0	0	0.045199706	0.930921145	0	7.274571952	0	0	1.484524287	1.343544618	0	0	0	0	5.851871376	0	1.534388249	0.303345815	0.030515754	2.193462565	0	0	0	2.882069401	0	0.049506834	0	0.866523796	0.806369589	0.908976404	0	0.831893657	0.265046857	0.106147083	0.183172251	0.336101112	0.978816047	3.841580166	0.21392791	0.949852174	0	0.11959335	0.622636084	0.903094862	0.187789762	1.126115405	0	0.549835919	0.514990355	0	1.304565948	0.429009339	0.869996925	0.731904304	0	2.345259911	2.027899546	2.760230515
Comb_48h_sc_A3	Comb	48h	sc	A3	0.351548437	0	0	0.254165161	0.06054923	0	0.398140386	0.613501517	0.182892673	7.27988101	0.030892731	0.4656801	0.817193952	1.234849583	0.267776534	0	0	0.158451671	5.449518333	0	1.542195968	0.308387197	0.186257356	1.742253917	0	0	0.045645881	3.077109376	0	0.255387508	0	0.454980776	1.784414226	0.621765748	0	1.048517642	0.40298776	0.210131691	0.173637283	0	0.548692889	4.182094426	0.820481409	1.485223733	0	0.223325268	0.08775066	1.472303091	0.207162836	0.688281334	0.396693334	0.977792446	0.149430316	0	1.748820679	0.46952693	1.271497988	0.383861805	0	3.157543627	3.090438811	2.717526486
Comb_48h_sc_A4	Comb	48h	sc	A4	0.654225842	0	0.045120615	0.111096345	0	0	0.467703895	0.999061044	0.105132135	7.942876365	0	0.015833237	1.156216051	0.984219149	0.300332237	0	0	0	5.70849114	0	1.156583715	0.708991457	0.234458967	2.159468918	0	0	0.561668505	2.859872651	0	1.060219322	0	0.38622479	1.705126689	0	0	1.258205691	0.64955783	0.656191622	0.442910178	0.018892454	0.670885007	4.111893193	0.122309478	1.128051785	0	0.085606172	0.464382948	1.260709878	0.220542855	1.181348638	0.032507746	0.308580285	0.312704603	0.226066981	1.500545776	0.348284801	1.536942468	0.253690713	0.010538514	2.600639228	3.384249023	2.725846929
Comb_48h_sc_A5	Comb	48h	sc	A5	0.964455982	0	0.243375811	0.641864245	0.161933754	0.214122355	0.82423984	0.962272629	0.666635271	7.740156645	0	0.286269334	0.924032158	1.040586016	0.703806951	0	0	0	4.956411972	0	1.638435337	0.962261774	0.186296668	2.896175829	0.192768021	0	0.631273257	3.981893636	0	0.768121489	0	0.554236441	2.032866886	0.925801975	0	2.418384976	0.999274099	0.830222917	0.651895205	0.55950661	2.085601087	5.36722244	0.002980576	1.198090924	0	0	0.731527949	1.936773123	0.498184498	1.00118751	0.16147307	0.461040716	0.186312688	0.413874476	2.457107011	0.875806319	1.732131303	1.036640753	0	3.723745853	1.343730308	4.06313618
Comb_48h_sc_A6	Comb	48h	sc	A6	0.433800835	0	0	0.644433207	0.181890971	0	0	1.061962754	0	7.402954962	0	0	1.125003439	1.162818002	0.091662548	0	0	0	5.803298248	0	1.6459944	0.179665332	0.040835589	2.440723651	0.0688651	0	0.038576402	2.649075456	0	0.507514828	0.068072925	0.949362413	1.451365814	1.144493657	0	0.913541428	0.394597313	0.253001876	0.211498905	0.692078424	0.121045466	4.039418897	0.836754383	0.661044539	0	0	0.60828511	0.952383289	0.542405041	2.29665542	0.204563273	0.878412779	0.212076751	0.126355371	1.425883983	0.163331546	1.683520422	1.188540962	0	2.129457247	4.276559263	1.378633783
Comb_48h_sc_A7	Comb	48h	sc	A7	0.762954052	0	0	0.331758476	0	0	0.328563196	0.455575294	0.095144981	7.314511181	0	0	1.135565186	1.662846608	0.038437265	0	0	0	6.297241178	0	1.812390462	0.738074003	0	1.552617239	0	0	0.47943251	2.704046369	0	0.556361973	0.224127166	0.679170712	1.34005391	0	0	1.239931657	0.470293256	0.513097587	0.288621065	0.315847318	0.793158841	3.840700926	0.109745283	0.175389744	0	0	0.374474968	1.044786089	0.130759424	1.310519973	0.587375565	1.122283317	0.079900785	0	1.562790847	0.171633727	1.453272343	0.512719932	0	2.133708089	0.799101302	3.024099027
Comb_48h_sc_A8	Comb	48h	sc	A8	0.377084056	0	0	0.16395058	0	0	0.270544897	0.932021887	0	7.488623436	0	0.258258682	0.518762017	1.103504242	0.052828659	0	0	0	6.081305426	0	1.822985283	0.728634608	0.057415319	1.566699346	0	0	0	2.949571067	0	0.465331485	0	0.330436211	0.70193144	0.508730352	0	1.111167079	0.475785909	0.509653043	0.170584751	0.726614809	0.800549982	4.000471888	0.076159966	1.040087118	0	0	0.351040161	0.927207111	0.314053995	0.633962121	0.11324003	1.164361591	0.243852507	0.038577285	1.565859775	0.462918683	1.198225139	0.778542952	0	2.184090265	0.594559672	2.730184146
Comb_48h_sc_A9	Comb	48h	sc	A9	0.220780093	0	0	0.185343443	0	0	0.383422964	0.42674611	0.772255517	7.5422181	0.059455868	0.134310458	0.483445901	0.968543636	1.055459103	0	0	0	5.00067511	0	1.600139148	0.877083313	0.113416478	2.183065142	0	0	0	2.727945335	0	1.238859107	1.624770084	0.565605366	1.783980792	0.331746111	0.355572243	1.154106068	0.554836481	0.257368677	0.320843529	0.181130409	1.230509343	4.051591059	0	1.298647804	0	0	0.42521939	1.240493805	0.117024422	1.098205178	0	0.648453427	0.27179016	0	1.572972436	0.384945884	1.396940906	0.635347316	0	2.545383126	3.53635193	3.008484237
Comb_48h_sc_A10	Comb	48h	sc	A10	0.297329968	0	0	0	0.106350706	0	0	0.364851587	0	6.527405184	0	0	0.299183481	0.701364937	0	0	0	0	4.934559421	0	0.983244273	0.025484285	0	1.219231883	0	0	0.122452734	2.314648513	0	0.522411363	0.017938019	0	0.703223694	0.106718248	0	0.562011513	0.177210114	0.112133802	0.169898391	0.102182297	0.940320761	3.04770746	0.566269577	0.576390523	0	0	0.430820947	0.57083176	0.231160576	0	0.187921381	0.396074244	0.568697718	0	1.055283808	0.052579098	1.263270389	0	0	1.335178746	0.567148835	2.611841555
Comb_48h_sc_A11	Comb	48h	sc	A11	0.419738899	0	0	0.367800405	0	0	0.076107376	0.486439192	0	7.304187056	0	0	1.103483516	1.327752345	0	0	0	0	4.134099001	0	1.299676369	0.033813528	0	1.546904054	0	0	0	2.838020798	0	0.164603614	0	0.116038198	1.002870798	0.331946059	0	0.898277707	0.258063251	0.22445416	0.048409623	0.701936105	1.144311493	3.526061766	0.096891931	0.639415073	0	0	0.745382572	1.058175163	0	0.679091595	0.252081977	0.852887778	0.070146336	0	1.158348602	0.224454315	0.671817033	0.333947033	0	2.625227345	3.264001381	2.077656547
Comb_48h_sc_A12	Comb	48h	sc	A12	0.536369124	0	0	0.25337518	0	0	0.189958258	0.801654447	0	6.953855037	0.116095814	0.046786471	0.469684323	1.054064065	0.111914018	0	0	0	5.159297535	0	1.237851328	0.57999238	0	2.483819095	0	0	0.640275735	2.595211587	0	1.08503677	0	0.159546209	0.886424576	0.565462798	0.003064813	0.636612753	0.326548512	0.11878006	0.008470098	0.1022859	1.140181303	3.912523016	0.225206367	1.150186757	0	0	0.666173848	1.22544247	0.261409263	0.634899035	0	0.643193154	0.470782975	0.012225822	1.462603631	0.177784645	1.042632487	0.550129222	0	2.374401419	1.221334442	2.462794201
Comb_48h_sc_B3	Comb	48h	sc	B3	0	0	0	0	0.018262579	0	0.063038818	0	0	6.425692499	0	0	0	0.556328364	0	0	0	0	3.927907996	0	1.22760062	0	0	1.630480946	0	0	0	2.29767678	0	0.069610394	0	0	0.621267009	0.154392945	0	1.003429609	0.039231364	0.068136698	0.067345964	0.185090827	0.66319269	2.781879117	0.363034839	0.13770262	0	0.256102037	0.592690659	0.645209062	0	0.337972008	0	0.014101512	0.309379818	0.338508777	1.175385583	0.131203526	0.448006832	0.220882668	0	1.792355142	0.630347337	2.760157818
Comb_48h_sc_B4	Comb	48h	sc	B4	0.359270283	0	0	0.07214824	0.058755004	0	0.259512432	0.178063859	0	6.562977989	0	0.099628023	0.470989779	1.188468687	0	0	0	0	5.370608475	0	1.230325905	0.267103945	0.052010766	1.599987708	0	0	0	2.200189352	0	0.369726792	0	0.206709355	0.94899553	0	0	0.762993926	0.258356326	0.060376844	0.081525023	0.439943102	0.955519916	3.121989979	0	0.616587399	0	0.268984132	0.497501221	0.678641249	0	0.64506341	0	0.544068829	0.26906029	0	1.198558473	0.209302271	0.565390406	0.106136058	0	2.209612182	1.535585977	2.230524305
Comb_48h_sc_B5	Comb	48h	sc	B5	0.52624161	0	0	0.344126431	0	0	0	0.672585116	2.671630741	6.887043405	0	0	1.020074907	1.191770128	0	0	0	0.015068252	4.77611699	0	1.534628742	0.298335157	0	1.989517432	0	0	0.196848308	2.279962407	0	0.021094955	0	0.317981416	0.968768678	0.473979036	0	1.095023197	0.326327412	0.22999028	0.159573848	0	0.690741495	3.676673893	0	0.308388935	0	0.080821577	0.424583706	1.07540864	0	0.450707619	0	0.299331519	0	0	1.401264478	0.221443351	0.91728101	0.486655401	0	2.643538817	0.905881718	2.432057564
